,_unit_id,airline_sentiment,text
9102,681460150,negative,USER-MENTION i really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets
9103,681460151,neutral,USER-MENTION i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours?
9104,681460153,negative,USER-MENTION seriously??? did you not see that i've spent 2 days - for multiple hours on hold just to have to hang up after the hours?
9105,681460155,positive,"USER-MENTION waiting on my flight right now, thanks!!"
9106,681460156,neutral,USER-MENTION how do i add my tsa pre number to an existing reservation?
9107,681460158,neutral,USER-MENTION can i please have someone call me 781 879 4505
9108,681460159,positive,USER-MENTION we're back at a gate. opposite of wheels up. im sure we'll get thete eventually. so thanks.
9109,681460161,negative,USER-MENTION r u aware your wait time to talk to a sales agent is always 30-60 minutes? unacceptable. at least employ a call back feature!
9110,681460163,neutral,USER-MENTION &amp; USER-MENTION 1 flight cancelled flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. thanks
9111,681460164,negative,USER-MENTION 1729 connecting in charlotte to houston. mechanical issue determined while q'd to take off. and we checked our bags.
9112,681460166,negative,USER-MENTION can you dm please in regards to update on lost bag please.
9113,681460168,negative,USER-MENTION need to retrain us 3837 lead flight attendant and gate agent at arrival mke 2/23. horrible attitudes toward helping customers.
9114,681460169,negative,USER-MENTION youre batting .1000. every flight ive taken is delayed. worst airline. ever.
9115,681460171,positive,USER-MENTION knows customer service!! thank you for starting our 2 week vacay on an amazing note! thank you sarita!!!
9116,681460173,negative,USER-MENTION why aren't you updating flight status/delays?
9117,681460174,negative,USER-MENTION they're also saying the clt flights are delayed but you're not showing it in your system which makes it impossible to figure out
9118,681460176,negative,"USER-MENTION nope, they just announced we're headed back to the gate."
9119,681460178,negative,USER-MENTION pretty sure we didn't actually take off at 7:10 URL
9120,681460180,negative,USER-MENTION well then that is a horrible flaw in your system. 2 hours in the past day i've wasted. i've got a job &amp; family this is crazy
9121,681460182,negative,USER-MENTION 5203 and we're just sitting 20 feet from an open gate
9122,681460183,negative,USER-MENTION just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online
9123,681460185,negative,USER-MENTION what's wrong with the plane? flt 581
9124,681460186,negative,"USER-MENTION USER-MENTION two broken airplanes, two days late flightr and i'm stranded after a funeral and missing out on my last semester of college."
9125,681460188,negative,USER-MENTION USER-MENTION day 3 &amp; still no luggage chkd URL status=awaiting asgmnt to driver since yest 10:15am
9126,681460190,negative,USER-MENTION flight 830 clt to phl. i was 1st on list.someone else got spot. rude employee in coach. wouldt give id. said he was cute red head
9127,681460191,negative,"USER-MENTION asked her why needed to take yellow tag off. she said, ""because i told you to!"" expect a personal apology from her- unacceptable!"
9128,681460193,negative,"USER-MENTION , since jan 22 have been on 10 flights. why the disrespect in clt, flt 2063 at 2:50pm on 18feb to dca? just asked herba question"
9129,681460195,negative,USER-MENTION nah it's for my flight next week inside my chairman 7-day window but you still haven't released the last open first seat to me
9130,681460196,neutral,USER-MENTION flight 1946 out of clt this morning. it's snowing here. should i head out to the airport?
9131,681460199,negative,USER-MENTION i've been on hold for 41min. just trying to change my reservation.
9132,681460200,neutral,USER-MENTION i am a uk citizen. is there a uk number i could try?
9133,681460202,negative,USER-MENTION i just spent 3.5 hours and got nowhere. entire experience epicfail
9134,681460204,negative,USER-MENTION changing my flights with no explanations and still don't have a confirmation. so disappointed in the service
9135,681460205,negative,USER-MENTION nope not yet
9136,681460207,negative,USER-MENTION i will make sure to never use your incompetent airlines again. my luggage has been out for delivery for 24 hours.
9137,681460208,negative,"USER-MENTION my flight was cancelled flighted saturday. why was my luggage not at the airport? today, i'm supposed to have it delivered. pathetic"
9138,681460209,negative,USER-MENTION thank you for allowing me to spend more money on vacation by buying things i already bought.
9139,681460210,negative,USER-MENTION thanks so much for ruining my vacation. i really couldn't have done it without you.
9140,681460212,negative,USER-MENTION it's not like i'm trying to leave earlier just for fun. i don't want to get stuck in dc if we have bad weather in rdu.
9141,681460214,negative,USER-MENTION some flexibility on your part would be nice. this is why i love USER-MENTION they're flexible &amp; not trying to take all my $.
9142,681460217,positive,USER-MENTION excited that i'll be flying from syracuse to interview in dallas on friday for the fa position- this is a goal &amp; dream of mine!
9143,681460218,negative,USER-MENTION thank you for reaching out to me. hopefully my request will be fixed and i can remain a loyal customer.
9144,681460220,negative,USER-MENTION it doesn't take 6 days to respond to an already open case!
9145,681460221,positive,"USER-MENTION great crew for flight 504 phx to yvr tonight! friendly, efficient. awesome job."
9146,681460223,negative,USER-MENTION are people going to answer our calls?
9147,681460224,negative,USER-MENTION pilot forgets to show up to work and ricky j (gate agent) gives customers attitude. usairwaysfail
9148,681460226,negative,USER-MENTION : you make the reservation; we'll make the excuses! usairwaysfail
9149,681460228,positive,USER-MENTION thank you for your empathy there is more to this story than just the luggage but thank you for reaching out
9150,681460230,negative,USER-MENTION is utterly unreliable! they didn't schedule a pilot for their us624 flight out of seattle - flights are delayed usairwaysfail
9151,681460232,negative,USER-MENTION yes but again valuable time has been lost
9152,681460233,negative,USER-MENTION i don't like being lied to. no bad weather in dc md va. i've been stuck in ca all day and should've been home by now. you owe me.
9153,681460234,negative,USER-MENTION yes it landed at 11:40am. should not take another 12+ hours to go 40 min drive. was assured i would have this am.
9154,681460236,negative,USER-MENTION the disappointment was not the bag but that it arrived before me and i was kept 12 hrs without options in iah
9155,681460238,negative,USER-MENTION can't get back lost time
9156,681460239,negative,USER-MENTION flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us gates closed in r faces. ur fired
9157,681460241,negative,USER-MENTION - thanks however i feel like the system has failed me -- what is the solution?
9158,681460243,negative,USER-MENTION my bag landed 1 day late flight at sfo at 11:40am. how can it be 10:01pm and i still don't have it? flight 719 2/22/14
9159,681460244,positive,USER-MENTION thanks very much! i got thru on the phone &amp; everything is fine. just love the website &amp; app ! thanks for working on it!
9160,681460246,negative,"USER-MENTION thanks for nothing. bought two tix through you to disney and my friend can't go and now i have to eat the 400, plus 600 for new 1"
9161,681460249,negative,USER-MENTION hi. i'm in lga but my luggage is in clt. have been told to come back tomorrow to collect. do you guys want to cover my taxi fare?
9162,681460250,negative,"USER-MENTION instead of fair treatment, i got a nasty letter from a lady in senior management that illness forfeits miles like death."
9163,681460252,negative,"USER-MENTION a few years ago i lost over 50,000 miles bc i was physically unable to fly during the period. i submitted a doctor's note."
9164,681460254,negative,USER-MENTION i've never been treated this badly
9165,681460256,negative,USER-MENTION i'm glad this airline is going to be swallowed by american!!! american always picks up the phone and solves problems.
9166,681460257,negative,USER-MENTION three months and my miles haven't been credited. no one is going to read the email i sent.
9167,681460259,negative,USER-MENTION my email gets me a canned response that it takes 10 days for mileage to get credited --- it's been three months and my miles
9168,681460261,neutral,USER-MENTION my tweet gets me a response to email dmscUSER-MENTION
9169,681460262,neutral,USER-MENTION the help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight
9170,681460265,negative,USER-MENTION no one picks up the phone all day/ no opportunity to leave a voicemail
9171,681460267,negative,"USER-MENTION instead, the miles are credited to an account that i did not open -- my request to merge the accounts is denied"
9172,681460268,negative,USER-MENTION no i was there 12 hrs early! send me an email to share my experience you don't want this blasting here.
9173,681460270,negative,"USER-MENTION i open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles"
9174,681460272,negative,USER-MENTION you took the miles out of my account and told me that i could restore by paying $150 or opening a credit card
9175,681460273,negative,"USER-MENTION - i had 20,748 miles in my account and was informed i'd forfeit them bc of 33 months of inactivity - i"
9176,681460275,negative,USER-MENTION - it's all automated and no one cares to understand the problem i'm having
9177,681460277,negative,USER-MENTION screwed me up big. 1st flight 1hr late flight. made it to 2nd flight. csm daryl wouldn't let me on the plane because we were (1/4)
9178,681460278,negative,"USER-MENTION houston hub aa t. employee the bag is not here, it made it to pa before me! oops not your problem URL"
9179,681460280,negative,"USER-MENTION charged my card 11 times for one airline ticket, now card is on security hold"
9180,681460283,negative,USER-MENTION not yet. but we will see shortly.
9181,681460284,negative,USER-MENTION i've flown us airways at least five times. every single time has been like this. actions speak louder than words.
9182,681460286,negative,USER-MENTION flight from bhm delayed 5hrs! connect flgt left us in clt at a motel
9183,681460288,negative,"USER-MENTION membership has no privileges anymore - my son is in the army, short window to see him - no help."
9184,681460290,negative,USER-MENTION honestly - how is it quickly as possible i've been on hold sine 9:50pm? everyone that answers has to send me to someone else.
9185,681460292,negative,USER-MENTION done it! process initiated saturday morning. can't get info with website issues &amp; inadequate phone coverage. how 2 get update??
9186,681460293,negative,USER-MENTION yay for glitchy tracking system! my bags made it to my destination and not laguardia like the app said!
9187,681460295,negative,USER-MENTION really??? not one of them can book dividend miles travel - literally on hold now since 9:50pm - it's 11:30pm noexcuses
9188,681460297,negative,"USER-MENTION yeah i know that but that doesn't get me my money back does it, everytime i fly with you something bad happens."
9189,681460299,positive,"by the grace of god, i made it! USER-MENTION USER-MENTION we don't have those powers in here. we hope you can make that flight."
9190,681460300,negative,USER-MENTION everyone is sorry. don't have what i need for meeting tomorrow. 140 charac. isn't nearly enough to highlight your shortcomings
9191,681460302,negative,USER-MENTION is the worst. i have to pay $200 just to not take my first flight in a round trip! otherwise they'll cancelled flight my whole flight.
9192,681460304,negative,"USER-MENTION if it was so important, why did i wait on hold and then get hung up on by your computer? disappointed"
9193,681460305,neutral,USER-MENTION thank u i wiil write after call travel agency
9194,681460307,negative,USER-MENTION terrible service
9195,681460308,negative,"USER-MENTION disgusted with your poor customer service. u wrongfully remove &gt; 65,000 miles from my dividend miles and no live person,"
9196,681460310,negative,USER-MENTION please hold flight us 639 in phoenix! i'm a weary traveler stuck on another flight because the tarmac is having issues!
9197,681460312,negative,"USER-MENTION - no live person to speak with all day at dividend miles, after they wrongfully took over 65,000 miles out of my account."
9198,681460314,negative,USER-MENTION my frustrations are the result of multiple experiences late flightly. currently lost luggage. i want to talk to a real person.
9199,681460315,negative,USER-MENTION cust svc means nothing! so disappointed. trying since 730a to speak to a human i get bad weather not bad service. socialtantrum
9200,681460318,negative,"USER-MENTION yes, but i had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight not fun :-/"
9201,681460319,negative,"USER-MENTION well, that's a problem considering i need to book a flight tonight for this weekend is there anything you can do?"
9202,681460321,neutral,USER-MENTION but i bougth mc caren to jfk with same agency and delta airways . delta refund money but usairways doesnt accept to refund
9203,681460323,negative,USER-MENTION it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++
9204,681460324,negative,"USER-MENTION us1799 clt-&gt;sfo in first no desert, no snack basket. incoming was on time ? what s up?"
9205,681460326,neutral,USER-MENTION thank you.
9206,681460328,negative,"USER-MENTION was transf, held 15-18 min more b4 agent answered and helped. by time i got to person fare i'd seen was gone. had to get supv."
9207,681460329,negative,USER-MENTION you are the actual worst. you have zero respect for your passengers. i'm officially done flying with you.
9208,681460331,negative,USER-MENTION has the worst customer service line. i've called them 8 times today and not once was i able to talk to a real human being.
9209,681460333,negative,USER-MENTION that wasn't the issue. someone finally helped on the phone. now theres a website error that won't let me process my request. smh
9210,681460336,negative,USER-MENTION you say to call travel agency and they say we cant refund because usairways didnt accept this.
9211,681460337,negative,USER-MENTION i fUSER-MENTION hate you.
9212,681460339,negative,USER-MENTION travel agency said that if usairways accept we will refund money i dont understand why dont u refund
9213,681460341,negative,"USER-MENTION yes &amp; have already spent 1k+ on the card &amp; paid the $89 annual fee, but the 50k miles have not shown up. want to fly aus --&gt; atl"
9214,681460342,negative,USER-MENTION no i use to skyscanner and travel agency and i called u . you said you should call travel agency but
9215,681460344,negative,"USER-MENTION finally spoke with someone. i have to email the refund dept. i love you guys, but 6 hours in line to be told no dice sucks."
9216,681460346,neutral,"USER-MENTION yes, with delta!"
9217,681460347,negative,USER-MENTION well i thought they had hours ago but just found out that no i do not have a seat
9218,681460349,negative,"USER-MENTION : was on flight 2046 bos-clt on 2/22, awful experience, exit row seat was so narrow that i could not move my legs! unacceptable."
9219,681460351,negative,"USER-MENTION yes, but we were answered and put back on hold while they were to check on our request 50 mins late flightr nothing!"
9220,681460352,negative,USER-MENTION not good. on hold for over an hour. URL
9221,681460354,neutral,USER-MENTION expedia reserved a ticket for me and 2 more for a usaw flight but only issued 1. they are not responsive.thoughts?
9222,681460356,positive,"USER-MENTION no worries, your flight attendant took care of it."
9223,681460357,neutral,USER-MENTION thanks for getting back to me. i called that number earlier but no option to leave vm and just rings with busy tone
9224,681460358,negative,USER-MENTION i've been on hold for over an hour. not doing so well in the customer service department. weak
9225,681460359,negative,USER-MENTION - 53 minutes on hold for a reservation?
9226,681460361,negative,USER-MENTION USER-MENTION there are breastfeeding momma's watching this story all over the country! better work on a faster response emo-pos
9227,681460362,negative,USER-MENTION dividendrewards urgently need to speak with a cs rep. my 50k miles havent shown &amp; i've fulfilled all reqs. flight booking problems flights today
9228,681460364,negative,USER-MENTION i've been on hold for over an hour only b/c my cc miles aren't showing up. what a mediocre combo of cc &amp; airline switchingboth
9229,681460366,negative,USER-MENTION i am a premium dividendmiles cardholder. unacceptable 4 you to hangup my customerservice call twice after putting me on hold.
9230,681460368,negative,USER-MENTION i bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back
9231,681460370,negative,USER-MENTION USER-MENTION now this is beyond ridiculous. some steering problem delays us again. neveragain it's no wonder you had to sell
9232,681460372,negative,"USER-MENTION hi, im trying to speak with someone to book travel for a minor. the phone keeps disconnecting. please advise. website wont allow."
9233,681460374,negative,USER-MENTION did a pre schooler develop your app? the thing crashes every single time.
9234,681460376,negative,USER-MENTION and USER-MENTION - bad weather should not be an excuse for not following established luggage procedures. noclothesnoinfo
9235,681460377,negative,USER-MENTION on hold for going on 40 minutes after spending 10 hours delayed in denver cause of a broken plane. thanks guys.
9236,681460379,negative,USER-MENTION failingyourcustomer one by one
9237,681460381,negative,USER-MENTION USER-MENTION looks like a long trip from cancun to philly? 9 hours late flight? seriously?
9238,681460382,negative,USER-MENTION yet another delay/missed connection and your customer service has an attitude with me? wow.
9239,681460384,negative,"USER-MENTION 1,223.22 of unusable funds. will not book with you again. usairwaysfailscustomers"
9240,681460386,positive,USER-MENTION USER-MENTION can you bring guinea pigs in small pet carrier onboard your flights?
9241,681460389,negative,USER-MENTION noservice good luck trying to reach a human! twice sat on hold for over 50 mins neveragain
9242,681460391,negative,USER-MENTION every single time i fly you guys i am delayed at least 30 minutes. every time. on flight 5612 out of clt to nola.
9243,681460392,negative,USER-MENTION is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? i was shocked listening
9244,681460394,positive,USER-MENTION good work by flight 1798 crew. chairman's recognition even in coach. too many missedupgrades late flightly. what's up with this?
9245,681460396,negative,USER-MENTION changed our flight 6 times in 1 trip. bumped to USER-MENTION now &amp; having great experience. never. flying. us air again. never.
9246,681460397,negative,USER-MENTION i can't wait to never fly with you again. always delayed. always lose my bag. rudest people on the planet. southwest is the best
9247,681460399,neutral,USER-MENTION i sent email to customer.relationsUSER-MENTION will this work?
9248,681460401,negative,USER-MENTION sat on the ramp for 45 min and missed my connection. no one seems to concerned at usairways.
9249,681460402,negative,USER-MENTION it's very difficult to work with baggage claims when they don't answer the phone
9250,681460404,negative,USER-MENTION i lost an id on your plane and having trouble finding a contact for your lost and found in cleveland hopkins airport. please help
9251,681460406,negative,USER-MENTION i have better intel than she does! she said plane is due in at 630. flightaware and your own app say 645
9252,681460407,negative,"USER-MENTION not likely, flightaware says plane is still in durango and hasn't departed."
9253,681460409,negative,"too little, too late flight. you suck USER-MENTION USER-MENTION oh no, mitchell. our agents are happy to offer you available options."
9254,681460411,neutral,USER-MENTION hi-i have a travel question. could you please follow me so i can dm you?
9255,681460412,negative,"USER-MENTION should, but didn t."
9256,681460414,neutral,USER-MENTION just now but no general announcement
9257,681460415,neutral,USER-MENTION what's going on with us airways flight 805? why diverted to charlotte?
9258,681460417,neutral,USER-MENTION i d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.
9259,681460419,negative,USER-MENTION i have been patient especially the first time. i will never fly with you again
9260,681460420,negative,USER-MENTION seriously? every flight i have had the past 2 days has been delayed. every single one. terrible
9261,681460422,negative,USER-MENTION i just want to be heard and to discuss the many issues on my trip
9262,681460424,negative,USER-MENTION what's up with flight 5545 no gate agent or plane at phx b18? nice customer service.
9263,681460426,negative,USER-MENTION very embarrassing.
9264,681460428,negative,USER-MENTION i m still disappointed that it is apparently ok for a flight attendant who isn t up on current policy to argue with a traveler.
9265,681460429,negative,USER-MENTION yes i know the industry procedure on baggage. thanks for helping what about the impossible connection that started this?
9266,681460430,negative,USER-MENTION i agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs
9267,681460432,negative,USER-MENTION and despite tailwind will still be late flight.
9268,681460433,negative,USER-MENTION 1500 characters are not enough to convey the issue. was directed to emailmailto:customer.relationsUSER-MENTION unmonitored. bad
9269,681460435,positive,USER-MENTION thanks! sent you dm re: baggage issues.
9270,681460437,negative,"USER-MENTION i have and you have not been able to locate them, its insane. i trust you and pay you to look after my things and you lost them."
9271,681460439,negative,USER-MENTION and yet the flight attendant argued with me over exec plat benefits
9272,681460441,negative,USER-MENTION please stop asking me each week to place my bag in the size check itfits URL
9273,681460443,negative,USER-MENTION has me on my toes whether i'm going to make my flight back to boston tonight
9274,681460444,negative,USER-MENTION USER-MENTION need to check candy w working flight 449 iah to phx on usairways she is the reason i always choose USER-MENTION rude
9275,681460446,neutral,USER-MENTION USER-MENTION explain how come i can get a free upgrade on us as an exe plat but not exit row seating w/out paying. confused
9276,681460448,negative,"USER-MENTION yes, ground crew finally showed up so plane could depart very late flight."
9277,681460449,negative,"USER-MENTION 686 is delayed due to tail winds and need to jump on 521 to sea, leaving the same time this arrives. is there a chance to hold?"
9278,681460451,neutral,USER-MENTION i have submitted my request. i would appreciate a call by 9am eastern. thank you.
9279,681460453,neutral,"USER-MENTION i need to email customer service for help and a question, can you please provide the email address?"
9280,681460454,neutral,USER-MENTION USER-MENTION there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy
9281,681460456,neutral,USER-MENTION can you help me out?
9282,681460458,negative,USER-MENTION is anything being done to make flight attendants aware of aa member benefits? embarrassing being argued with. just happened.
9283,681460459,neutral,USER-MENTION i have a question. i need to talk to someone by email. can you give me your email address? thanks.
9284,681460461,negative,"USER-MENTION USER-MENTION well there is certainly nothing happening ""in front"" of the scenes. noaccountability disappointing"
9285,681460463,negative,USER-MENTION 4 hours on tarmac in charleston and still can't get a response after a week. unacceptable
9286,681460464,positive,USER-MENTION customer service at its best! rachel s. took great care of us at the phx airport. URL
9287,681460466,neutral,USER-MENTION &amp; USER-MENTION planes in grandcayman URL
9288,681460468,negative,USER-MENTION i will never fly us airways again.
9289,681460469,negative,USER-MENTION strikes again--late flight crew 3/4 for the trip and maintenance 2/4. worth the extra $200/trip for less hassle and fewer delays
9290,681460471,neutral,"USER-MENTION can you follow, so i can dm you?"
9291,681460473,negative,USER-MENTION so i get bumped to the 6pm to birmingham which is now delayed because the pilots scheduled don't have enough hours together. fail
9292,681460475,negative,"USER-MENTION yes, thanks but took forever"
9293,681460476,negative,USER-MENTION as far as being delayed goes looks like tailwinds are going to make up for it. good news!
9294,681460478,negative,USER-MENTION horrible travel day w/ your airlines. my 2:20 flight to birmingham was cancelled flightled w/ no notification so i couldn't get on the 4:05
9295,681460480,negative,"USER-MENTION i asked if that was sop, and they said it is now. but yet the other 11 flights, nothing. is this a policy or not?"
9296,681460481,neutral,"USER-MENTION while i m asking 2 of my 11 non upgraded flights, attendants came &amp; greeted me &amp; thanked me for my business b/c i was exec plat."
9297,681460483,negative,USER-MENTION 24 hrs of traveling and this just welcomes u back home to the us. 4 hr layover and i get to watch it going to wrong destination.
9298,681460486,negative,USER-MENTION it is really embarrassing when asking for complimentary drink/snack detailed here: URL &amp; being argued with.
9299,681460487,negative,USER-MENTION i am so disappointed with the service i received with you on my travels to nc these past few days you lost my baggage twice.
9300,681460490,neutral,USER-MENTION but question : if the downgrade include losing first class do you get money back ? URL
9301,681460493,negative,.USER-MENTION have you just given up?
9302,681460495,negative,.USER-MENTION and then you said i could move my thursday flight for free if i call a number. and then you hang up on me.
9303,681460497,negative,USER-MENTION are you not even going to acknowledge that you bumped me from a flight (not because of weather i am in arizona)
9304,681460498,negative,"USER-MENTION your ""moveup"" policy really sucks. united has a 24 hour policy for this with status. i was wanting to move up from 5am to 7am"
9305,681460499,positive,great management of USER-MENTION twitter account. thank you.
9306,681460501,negative,USER-MENTION why is it impossible to change / buy preferred seats via your app?
9307,681460503,neutral,USER-MENTION i am good. i just did not understand the terminology. but the merger brings new verbiage
9308,681460505,neutral,USER-MENTION can you priv chat to help chairman reroute
9309,681460507,neutral,USER-MENTION new marketing song? URL let us know what you think? URL
9310,681460508,negative,USER-MENTION why are your customer service department so intent on ignoring my emails and queries? badservice usairways
9311,681460510,neutral,USER-MENTION can you help chairman? i am on flight 686 phx connect 599 sjc will miss connection can you reroute please.
9312,681460512,negative,USER-MENTION your airway is a joke. i have never dealt with worse service
9313,681460514,negative,USER-MENTION great. i just called your fucking phone number and she hung up on me
9314,681460515,positive,USER-MENTION it has been found thank you
9315,681460517,negative,USER-MENTION USER-MENTION that's a lie.
9316,681460519,neutral,"USER-MENTION also, can you explain why, when i checked in, on the us airways site, &amp; picked ""standby for 1st"" i was not put on the list?"
9317,681460520,negative,USER-MENTION your customer service # has a recording that says we are to busy to assist and hangs up. great touch. poorservice USER-MENTION USER-MENTION
9318,681460522,negative,USER-MENTION your lack of customer service has shined. i need you to step up and get my lost baggage to delta. so they can return it to me.
9319,681460523,negative,"USER-MENTION do you operate any flights without maintenance issues? flights in/out of dca cancelled flighted, this is getting old. update fleet pls!"
9320,681460525,negative,USER-MENTION and you took away my 1st class seat. love being a chairman preferred and assigned row 24 seat b middle seat
9321,681460526,negative,USER-MENTION patience is what my connecting flight will need. why do you guys do this to me every time i travel? every. single. time.
9322,681460528,negative,USER-MENTION plans changed! is that what u call not bein able 2 park on time planes w a 2 hr layover n b able 2 make ur connection! seriously
9323,681460530,negative,USER-MENTION i have a receipt but no conf # for a thur flight. when i call for help i was literally hung up on b/c of wait times. help!
9324,681460532,neutral,USER-MENTION is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach?
9325,681460534,positive,USER-MENTION thank you for resolving the issue. on direct flight to sfo from USER-MENTION
9326,681460535,negative,USER-MENTION would help if you flew bigger planes into tlh. all my team mates made it to the training but me.
9327,681460537,positive,USER-MENTION ok thanks
9328,681460539,negative,USER-MENTION no i am trying to get on a plane from phx to rno and the gate is saying the flight was downgraded.
9329,681460540,negative,USER-MENTION she was put on hold on that number for a loooooong time too. no help. lostandforgotten
9330,681460544,negative,USER-MENTION i have never had a more unpleasant travel experience in my life. now i might not get on my flight till tomorrow? this is insane
9331,681460546,neutral,USER-MENTION direct flights to sfo leaving from same airport with USER-MENTION and USER-MENTION - can you please put me on one of those?
9332,681460547,negative,"USER-MENTION awesome doors close in 2 minutes, flight leaves in 17 minutes and the plane just got here. wth?"
9333,681460549,positive,USER-MENTION i'll check it out when i get to the airport. thanks.
9334,681460551,negative,USER-MENTION ticket counter people here are not helping and just want to charge more money even after this horrible day.
9335,681460552,negative,USER-MENTION - ha! flight to ctl delayed! going to miss connection. can you please transfer me to another airline asap? URL
9336,681460553,positive,"USER-MENTION thanks for the reply. on a good note, the pilot nailed the landing. seriously. kudos."
9337,681460555,negative,USER-MENTION on 5:55 flight to ctl to catch 8pm flight to sfo. but empty seats on 4:15 flight which wasn't offered. awful service continues.
9338,681460557,negative,USER-MENTION i have to fly back to charlotte out of a different airport. you guys are not very flexible like other airlines.
9339,681460558,negative,"USER-MENTION i checked in ""standby for 1st class"" only to find i am ""not on the list"". this merger is a pain."
9340,681460560,positive,USER-MENTION 4 great flights with no delays! thank you!
9341,681460562,negative,USER-MENTION been on hold for 45 minutes. is there a better time to call? this is getting ridiculous
9342,681460563,negative,USER-MENTION your exchange/credit policies are worthless and shadier than the white house. dissatisfied to the nines right now.
9343,681460565,negative,USER-MENTION honest question - how is a 1-way ticket from charlotte (your hub) to lax (2nd biggest city in usa) almost $600?????
9344,681460567,neutral,USER-MENTION how does one downgrade a flight?
9345,681460568,neutral,USER-MENTION i'm shutting my data off for the flight. i want some response by the time i land. you have 2 hours.
9346,681460570,negative,USER-MENTION only happened because u couldn't get us home the next day. flydelta flysouthwest flyjetblue theyareallbetter stillnobags
9347,681460571,negative,USER-MENTION i will never fly USER-MENTION again
9348,681460572,negative,USER-MENTION the exhaustion of traveling n runnin thru the airport and tryin 2rent a car n not killin myself my family or anybody on the road
9349,681460573,negative,USER-MENTION offering to give up my bag which you usually have to force passengers to do. i am in a state of shock.
9350,681460575,negative,USER-MENTION power trip. i felt completely threatened and unsafe and i am so angry. derrick bussey. dca. would like to reiterate that i was
9351,681460577,negative,USER-MENTION thank you for putting me on a flight that will be leaving late flightr than the original flight i was booked on.
9352,681460579,neutral,USER-MENTION and i would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a
9353,681460580,positive,USER-MENTION look out for flying rocks this time! it's a bird it's a plane! nah never mind it's just a rock
9354,681460582,neutral,USER-MENTION doesn't take into account the $450 it cost 2 rent a car 2 drive home
9355,681460583,negative,"USER-MENTION even if i was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me."
9356,681460585,negative,USER-MENTION you are supposed to be in the business of belong customers; not humiliating them
9357,681460588,negative,USER-MENTION this is no way to treat women. i want someone to contact me and explain how they will make this acceptable.
9358,681460589,negative,USER-MENTION citizen. i fly your airline constantly and am so offended. derrick bussey. now im crying on this airplane because i'm so upset
9359,681460591,negative,USER-MENTION USER-MENTION really know how to leave someone stranded after a funeral. props to you guys. really making this the perfect monday.
9360,681460594,negative,USER-MENTION we had a friend there telling the gate attendant and the stewardess what was going on notourfaultyoudontuseyourgatesright
9361,681460595,neutral,"USER-MENTION am i allowed to carry on a suit bag and carry on bag? my suit bag will hang like a jacket would. it is soft sided, 48"
9362,681460597,positive,USER-MENTION owes tammy from the winston-salem call center for keeping me as a customer!
9363,681460599,negative,USER-MENTION the jetway because he felt i was disrespectful. i have never been treated this way particularly when i was trying to be a good c
9364,681460600,negative,USER-MENTION with such disrespect i cannot even begin to explain. he has an issue with women and he literally yelled at me and pulled me off
9365,681460602,negative,USER-MENTION what happens if it isn't located
9366,681460604,negative,USER-MENTION i want to speak with someone immediately. i am shaking with rage. i offered to hate check my bag and derrick bussey treated me
9367,681460605,neutral,USER-MENTION so it's a $25.00 bag fee for a golf bag on a domestic flight?
9368,681460607,negative,USER-MENTION is okay for u 2 cancelled flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time
9369,681460608,negative,USER-MENTION thanks but when i asked for a change with no cost for you the only desition was nade by computer. now is late flight
9370,681460610,neutral,"USER-MENTION hi guys, do you have a general enquires email address please? thanks david."
9371,681460612,negative,USER-MENTION if you actually cared about what you did it would be one thing. sounds like you don't like being told how lousy your service is.
9372,681460614,negative,USER-MENTION you idiots kept an on time plane on the tarmac for over an hour forcing us to not be there 10 minutes before.
9373,681460615,negative,USER-MENTION cust svc just let it slip that previous cust svc lied to me about supervisors &amp; corporate ph . $200 to change a $130 tix? no thx.
9374,681460617,neutral,USER-MENTION following you now
9375,681460618,neutral,USER-MENTION sorry i didn't realize i wasn't following you
9376,681460620,negative,USER-MENTION please fix your reservations phone system. the weather/backup could not possibly be bad for 10 days! goodgriefpeople
9377,681460621,positive,USER-MENTION i made it! thanks for the help!
9378,681460623,positive,USER-MENTION - huge props to parizad at checkin in sacramento for her help on friday to get 3 of us home when other airlines were delayed
